frequency_hz,spl_db,phase_deg,thd_percent,rt60_ms,c50_db,c80_db,group_delay_ms
20.000000,-33.985,-11.296234,0.010018,9.494,12.180,12.850,0.000000
20.069233,-33.568,-11.692221,0.009548,9.494,12.180,12.850,0.000000
20.138704,-32.790,-11.468558,0.008731,9.494,12.180,12.850,0.000000
20.208418,-34.083,-24.197178,0.010131,9.494,12.180,12.850,0.000000
20.278366,-34.419,-28.001333,0.010532,9.494,12.180,12.850,0.000000
20.348562,-35.144,-54.392986,0.011448,9.494,12.180,12.850,0.000000
20.419001,-35.616,-65.287773,0.012088,9.494,12.180,12.850,0.000000
20.489683,-35.358,-31.333174,0.011734,9.494,12.180,12.850,0.000000
20.560612,-34.559,-43.866302,0.010705,9.494,12.180,12.850,0.000000
20.631784,-34.834,-59.473530,0.011050,9.494,12.180,12.850,0.000000
20.703203,-34.918,-95.462898,0.011160,9.494,12.180,12.850,0.000000
20.774866,-35.283,-78.655899,0.011642,9.494,12.180,12.850,0.000000
20.846781,-35.570,-58.225060,0.012035,9.494,12.180,12.850,0.000000
20.918943,-37.138,-80.620522,0.014419,9.494,12.180,12.850,0.000000
20.991358,-37.067,-65.415108,0.014302,9.494,12.180,12.850,0.000000
21.064020,-36.187,-78.948914,0.012924,9.494,12.180,12.850,0.000000
21.136936,-35.690,-80.876274,0.012205,9.494,12.180,12.850,0.000000
21.210104,-34.837,-101.720657,0.011063,9.494,12.180,12.850,0.000000
21.283520,-34.579,-122.257484,0.010740,9.494,12.180,12.850,0.000000
21.357197,-34.525,-127.883560,0.010673,9.494,12.180,12.850,0.000000
21.431126,-34.687,-120.082031,0.010875,9.494,12.180,12.850,0.000000
21.505312,-35.484,-117.536240,0.011922,9.494,12.180,12.850,0.000000
21.579756,-35.992,-69.543442,0.012641,9.494,12.180,12.850,0.000000
21.654457,-36.335,-92.713188,0.013153,9.494,12.180,12.850,0.000000
21.729416,-36.622,-113.175232,0.013598,9.494,12.180,12.850,0.000000
21.804630,-36.767,-122.714050,0.013829,9.494,12.180,12.850,0.000000
21.880110,-37.086,-146.498871,0.014349,9.494,12.180,12.850,0.000000
21.955851,-36.450,-174.912308,0.013336,9.494,12.180,12.850,0.000000
22.031853,-37.515,-56.515423,0.015076,9.494,12.180,12.850,0.000000
22.108118,-38.056,-81.431503,0.016045,9.494,12.180,12.850,0.000000
22.184649,-37.930,-71.313622,0.015813,9.494,12.180,12.850,0.000000
22.261442,-38.751,-51.817299,0.017381,9.494,12.180,12.850,0.000000
22.338503,-37.710,-51.421043,0.015419,9.494,12.180,12.850,0.000000
22.415825,-37.976,-135.773483,0.015898,9.494,12.180,12.850,0.000000
22.493420,-37.782,32.743340,0.015549,9.494,12.180,12.850,0.000000
22.571283,-38.419,21.677357,0.016735,9.494,12.180,12.850,0.000000
22.649418,-38.418,21.677357,0.016735,9.494,12.180,12.850,0.000000
