frequency_hz,spl_db,phase_deg,thd_percent,rt60_ms,c50_db,c80_db,group_delay_ms
20.000000,-38.110,39.075237,0.016107,10.355,11.613,11.983,0.000000
20.069233,-37.909,14.082419,0.015739,10.355,11.613,11.983,0.000000
20.138704,-37.562,43.557701,0.015123,10.355,11.613,11.983,0.000000
20.208418,-36.797,72.143715,0.013848,10.355,11.613,11.983,0.000000
20.278366,-35.771,77.791016,0.012305,10.355,11.613,11.983,0.000000
20.348562,-33.883,57.473595,0.009901,10.355,11.613,11.983,0.000000
20.419001,-34.204,79.963066,0.010274,10.355,11.613,11.983,0.000000
20.489683,-34.801,12.445661,0.011005,10.355,11.613,11.983,0.000000
20.560612,-34.325,-70.958305,0.010420,10.355,11.613,11.983,0.000000
20.631784,-34.907,-59.939686,0.011143,10.355,11.613,11.983,0.000000
20.703203,-35.409,-115.668854,0.011810,10.355,11.613,11.983,0.000000
20.774866,-35.611,145.916229,0.012090,10.355,11.613,11.983,0.000000
20.846781,-35.435,50.589119,0.011850,10.355,11.613,11.983,0.000000
20.918943,-35.465,-17.093496,0.011893,10.355,11.613,11.983,0.000000
20.991358,-35.944,-75.807518,0.012567,10.355,11.613,11.983,0.000000
21.064020,-36.709,-120.409378,0.013723,10.355,11.613,11.983,0.000000
21.136936,-38.792,-162.134125,0.017444,10.355,11.613,11.983,0.000000
21.210104,-39.587,-35.206947,0.019115,10.355,11.613,11.983,0.000000
21.283520,-39.869,44.225506,0.019746,10.355,11.613,11.983,0.000000
21.357197,-38.492,1.218250,0.016852,10.355,11.613,11.983,0.000000
21.431126,-37.392,-156.827286,0.014848,10.355,11.613,11.983,0.000000
21.505312,-37.279,-28.986515,0.014659,10.355,11.613,11.983,0.000000
21.579756,-37.401,-20.799955,0.014869,10.355,11.613,11.983,0.000000
21.654457,-37.463,-13.716326,0.014977,10.355,11.613,11.983,0.000000
21.729416,-37.358,-94.753548,0.014800,10.355,11.613,11.983,0.000000
21.804630,-37.244,57.722054,0.014610,10.355,11.613,11.983,0.000000
21.880110,-37.660,42.371567,0.015329,10.355,11.613,11.983,0.000000
21.955851,-37.744,1.649383,0.015479,10.355,11.613,11.983,0.000000
22.031853,-37.830,66.148994,0.015633,10.355,11.613,11.983,0.000000
22.108118,-39.010,101.645432,0.017907,10.355,11.613,11.983,0.000000
22.184649,-38.991,138.292786,0.017869,10.355,11.613,11.983,0.000000
22.261442,-39.977,99.867393,0.020017,10.355,11.613,11.983,0.000000
22.338503,-40.532,119.105247,0.021337,10.355,11.613,11.983,0.000000
22.415825,-39.760,118.343887,0.019523,10.355,11.613,11.983,0.000000
22.493420,-40.310,103.342308,0.020802,10.355,11.613,11.983,0.000000
22.571283,-40.632,136.341614,0.021591,10.355,11.613,11.983,0.000000
22.649418,-40.631,136.341614,0.021591,10.355,11.613,11.983,0.000000
22.727821,-39.954,134.389999,0.019977,10.355,11.613,11.983,0.000000
22.806496,-40.332,110.450218,0.020867,10.355,11.613,11.983,0.000000
22.885437,-39.696,86.413277,0.019397,10.355,11.613,11.983,0.000000
22.964659,-39.770,62.656265,0.019567,10.355,11.613,11.983,0.000000
23.044153,-40.778,-66.372169,0.021978,10.355,11.613,11.983,0.000000
23.123922,-41.170,-142.469681,0.022996,10.355,11.613,11.983,0.000000
23.203970,-41.254,-138.060913,0.023223,10.355,11.613,11.983,0.000000
23.284292,-42.014,163.762177,0.025353,10.355,11.613,11.983,0.000000
23.364893,-42.165,-149.913757,0.025801,10.355,11.613,11.983,0.000000
23.445774,-42.333,19.229948,0.026311,10.355,11.613,11.983,0.000000
23.526928,-43.972,12.439134,0.031780,10.355,11.613,11.983,0.000000
23.608370,-43.172,-31.061495,0.028981,10.355,11.613,11.983,0.000000
23.690092,-42.730,-176.598816,0.027543,10.355,11.613,11.983,0.000000
23.772099,-43.029,-74.320015,0.028509,10.355,11.613,11.983,0.000000
23.854389,-43.606,106.369629,0.030466,10.355,11.613,11.983,0.000000
23.936964,-42.890,61.323299,0.028056,10.355,11.613,11.983,0.000000
24.019825,-42.728,39.207798,0.027539,10.355,11.613,11.983,0.000000
24.102966,-42.383,12.522752,0.026465,10.355,11.613,11.983,0.000000
24.186401,-42.761,-9.245320,0.027648,10.355,11.613,11.983,0.000000
24.270124,-42.566,-18.589836,0.027040,10.355,11.613,11.983,0.000000
24.354139,-42.277,-49.648544,0.026160,10.355,11.613,11.983,0.000000
24.438444,-43.151,-66.931274,0.028935,10.355,11.613,11.983,0.000000
24.523041,-44.857,-66.218292,0.035220,10.355,11.613,11.983,0.000000
24.607929,-44.442,-83.488586,0.033586,10.355,11.613,11.983,0.000000
24.693108,-44.428,-117.899445,0.033534,10.355,11.613,11.983,0.000000
24.778585,-44.362,-116.395157,0.033287,10.355,11.613,11.983,0.000000
24.864359,-45.101,-143.384033,0.036248,10.355,11.613,11.983,0.000000
24.950430,-45.466,-127.768394,0.037810,10.355,11.613,11.983,0.000000
25.036798,-46.367,-166.994522,0.041953,10.355,11.613,11.983,0.000000
25.123466,-46.246,-164.875244,0.041377,10.355,11.613,11.983,0.000000
25.210434,-46.546,174.977463,0.042838,10.355,11.613,11.983,0.000000
25.297697,-47.683,152.112610,0.048828,10.355,11.613,11.983,0.000000
25.385267,-47.664,131.791382,0.048724,10.355,11.613,11.983,0.000000
25.473143,-48.479,130.547455,0.053513,10.355,11.613,11.983,0.000000
25.561321,-47.378,104.246536,0.047142,10.355,11.613,11.983,0.000000
25.649803,-46.967,119.185753,0.044966,10.355,11.613,11.983,0.000000
25.738594,-46.602,141.418747,0.043116,10.355,11.613,11.983,0.000000
25.827690,-45.697,135.978806,0.038851,10.355,11.613,11.983,0.000000
25.917089,-45.578,117.445953,0.038327,10.355,11.613,11.983,0.000000
26.006805,-46.081,84.270935,0.040620,10.355,11.613,11.983,0.000000
26.096830,-45.326,92.349068,0.037244,10.355,11.613,11.983,0.000000
26.187168,-44.680,65.435394,0.034581,10.355,11.613,11.983,0.000000
26.277819,-44.821,73.233643,0.035154,10.355,11.613,11.983,0.000000
26.368782,-44.531,60.237946,0.034005,10.355,11.613,11.983,0.000000
26.460054,-45.005,22.572424,0.035920,10.355,11.613,11.983,0.000000
26.551649,-46.476,8.477962,0.042557,10.355,11.613,11.983,0.000000
26.643560,-47.531,19.637234,0.048060,10.355,11.613,11.983,0.000000
26.735790,-48.106,19.549356,0.051356,10.355,11.613,11.983,0.000000
26.828339,-48.749,11.230727,0.055316,10.355,11.613,11.983,0.000000
26.921207,-48.637,22.760910,0.054613,10.355,11.613,11.983,0.000000
27.014399,-48.138,2.854937,0.051572,10.355,11.613,11.983,0.000000
27.107912,-48.373,2.255077,0.052988,10.355,11.613,11.983,0.000000
27.201744,-47.854,3.138351,0.049916,10.355,11.613,11.983,0.000000
27.295906,-46.528,-10.403564,0.042847,10.355,11.613,11.983,0.000000
27.390394,-46.735,-23.773350,0.043880,10.355,11.613,11.983,0.000000
27.485209,-46.103,-20.666073,0.040804,10.355,11.613,11.983,0.000000
27.580351,-45.612,-16.736073,0.038557,10.355,11.613,11.983,0.000000
27.675825,-44.789,-44.973705,0.035078,10.355,11.613,11.983,0.000000
27.771622,-44.742,-32.603477,0.034892,10.355,11.613,11.983,0.000000
27.867756,-43.839,-44.635265,0.031455,10.355,11.613,11.983,0.000000
27.964224,-43.423,-40.793617,0.029986,10.355,11.613,11.983,0.000000
28.061024,-43.762,-4.747219,0.031187,10.355,11.613,11.983,0.000000
28.158161,-44.883,-23.149300,0.035486,10.355,11.613,11.983,0.000000
28.255634,-45.748,-36.965565,0.039209,10.355,11.613,11.983,0.000000
28.353443,-45.656,-29.556471,0.038803,10.355,11.613,11.983,0.000000
28.451593,-45.710,-36.442719,0.039052,10.355,11.613,11.983,0.000000
28.550081,-45.545,-47.265072,0.038324,10.355,11.613,11.983,0.000000
28.648903,-45.612,-17.451044,0.038628,10.355,11.613,11.983,0.000000
28.748075,-44.317,-25.346876,0.033287,10.355,11.613,11.983,0.000000
28.847589,-44.611,-39.072517,0.034438,10.355,11.613,11.983,0.000000
28.947449,-44.541,-46.091835,0.034163,10.355,11.613,11.983,0.000000
29.047655,-44.184,-46.643841,0.032789,10.355,11.613,11.983,0.000000
29.148207,-43.055,-49.049519,0.028792,10.355,11.613,11.983,0.000000
29.249100,-43.039,-43.178566,0.028740,10.355,11.613,11.983,0.000000
29.350348,-41.477,-29.468758,0.024009,10.355,11.613,11.983,0.000000
29.451948,-39.283,-25.377283,0.018651,10.355,11.613,11.983,0.000000
29.553900,-38.861,-31.193207,0.017766,10.355,11.613,11.983,0.000000
29.656204,-38.630,-47.400898,0.017300,10.355,11.613,11.983,0.000000
29.758862,-38.401,-53.499535,0.016853,10.355,11.613,11.983,0.000000
29.861876,-38.003,-56.426609,0.016101,10.355,11.613,11.983,0.000000
29.965246,-37.119,-60.343616,0.014545,10.355,11.613,11.983,0.000000
30.068968,-36.439,-72.641121,0.013454,10.355,11.613,11.983,0.000000
30.173054,-35.917,-73.794167,0.012671,10.355,11.613,11.983,0.000000
